kode;navn
140352;Gislingegård Hgd., Gislinge
140353;Lammefjorden, Gislinge
140451;Avdebo By, Hagested
140452;Gurede By, Hagested
140453;Gl. Hagested By, Hagested
140454;Lammefjorden, Hagested
140455;Mårsø By, Hagested
140456;Ny Hagested By, Hagested
140551;Agersvold Hgd., Hjembæk
140552;Hjembæk By, Hjembæk
140553;Stokkebjerg By, Hjembæk
140651;Hørby By, Hørby
140652;Kastrup By, Hørby
140653;Lindebjerg By, Hørby
140654;Markeslev By, Hørby
140655;Tuselund, Hørby
140656;Uglerup By, Hørby
140751;Agersvold Hgd., Jyderup
140752;Høed By, Jyderup
140753;Jyderup By, Jyderup
140754;Tornved By, Jyderup
140851;Kundby By, Kundby
140852;Lammefjorden, Kundby
140853;Marke By, Kundby
140854;Sandby By, Kundby
140855;Torslunde By, Kundby
140856;Trønninge By, Kundby
140857;Vognserup Hgd., Kundby
140951;Bakkerup By, Mørkøv
140952;Knabstrup Dyrehave, Mørkøv
140953;Mørkøv By, Mørkøv
140954;Nøkkentved By, Mørkøv
140955;Tvede Gde., Mørkøv
140956;Vented By, Mørkøv
141051;Bennebo By, Skamstrup
141052;Lisedal, Skamstrup
141053;Orelund, Skamstrup
141054;Skamstrup By, Skamstrup
141055;Skellingsted By, Skamstrup
141056;Syvendekøb By, Skamstrup
141057;Sørninge By, Skamstrup
141151;Gudmandstrup By, Svinninge
141152;Lammefjorden, Svinninge
141153;Svinninge By, Svinninge
141154;Svinninge Vejle, Svinninge
141251;Allerup By, Tuse
141252;Ny Sonnerup, Tuse
141253;Tuse By, Tuse
141351;Bognæs By, Udby
141352;Kisserup By, Udby
141353;Løserup By, Udby
141354;Mose By, Udby
141355;Udby By, Udby
141451;Bybjerg By, Orø
141452;Gamløse By, Orø
141453;Næsby By, Orø
150151;Ågerup By, Ågerup
150152;Arnakke By, Ågerup
150153;Bredetved By, Ågerup
150154;Eriksholm Hgd., Ågerup
150155;Kongstrup By, Ågerup
150156;Oldgård, Ågerup
150157;Torup, Ågerup
150251;Algestrup By, Sdr. Asmindrup
150252;Ejlstrup, Sdr. Asmindrup
150253;Grøntved Overdrev, Sdr. Asmindrup
150254;Havreholm, Sdr. Asmindrup
150255;Hellestrup By, Sdr. Asmindrup
150256;Sigersholm, Sdr. Asmindrup
150257;Vinstrup By, Sdr. Asmindrup
150258;Sdr. Asmindrup By, Sdr. Asmindrup
150259;Vallestrup By, Sdr. Asmindrup
150351;Butterup By, Butterup
150352;Løvenborg Hgd., Butterup
150353;Severinsminde, Butterup
150451;Dragerup By, Grandløse
150452;Ll. Grandløse By, Grandløse
150453;Maltekro, Grandløse
150454;St. Grandløse By, Grandløse
150455;Tjebberup By, Grandløse
150456;Vipperød Gde., Grandløse
150551;Bårup By, Kirke Eskilstrup
150552;Hegnemose, Kirke Eskilstrup
150553;Kirke Eskilstrup By, Kirke Eskilstrup
150554;Stestrup By, Kirke Eskilstrup
150555;Sønderstrup By, Kirke Eskilstrup
150651;Brorfelde By, Kvanløse
150652;Holløse By, Kvanløse
150653;Igelsø By, Kvanløse
150654;Kvanløse By, Kvanløse
150851;Dramstrup By, Nr. Jernløse
150852;Hanerup By, Nr. Jernløse
150853;Knabstrup Abildhave, Nr. Jernløse
150854;Løvenborg Hgd., Nr. Jernløse
150855;Nørup By, Nr. Jernløse
150856;Nr. Jernløse By, Nr. Jernløse
150857;Regstrup By, Nr. Jernløse
150858;Vented Enghave, Nr. Jernløse
150951;Kongsdal Hgd., Undløse
150952;Tømmerup By, Undløse
150953;Ulkestrup By, Undløse
150954;Ulvig By, Undløse
150955;Undløse By, Undløse
150956;Undløse Overdrev, Undløse
150957;Østrup By, Undløse
151051;Åstrup Hgd., Soderup
151052;Agerup, Soderup
151053;Bukkerup By, Soderup
151054;Ebberup By, Soderup
151055;Elverdams Mølle, Soderup
151056;Kvarmløse By, Soderup
151057;Nr. Eskilstrup By, Soderup
151058;Smidstrup By, Soderup
151059;Soderup By, Soderup
151060;Tingerup By, Soderup
151061;V. Såby Enghave, Soderup
151251;Dortheaslyst, Sdr. Jernløse
151252;Knabstrup Hgd., Sdr. Jernløse
151253;Krøjerup By, Sdr. Jernløse
151254;Ll. Knabstrup By, Sdr. Jernløse
151255;Mogenstrup By, Sdr. Jernløse
151256;Snævre By, Sdr. Jernløse
151257;Sdr. Jernløse By, Sdr. Jernløse
151351;Borup By, Søndersted
151352;Bregnebjergmarken, Søndersted
151353;Galge Overdrev, Søndersted
151354;Jukkerup Vænge, Søndersted
151355;Kagerup By, Søndersted
151356;Sibberup By, Søndersted
151357;Søndersted By, Søndersted
151451;Allerups Springstrupjorder, Søstrup
151452;Borup By, Søstrup
151453;Holløse By, Søstrup
151454;Sasserup By, Søstrup
151455;Søstrup By, Søstrup
151456;Tingtved By, Søstrup
151651;Bonderup Hgd., St. Tåstrup
151652;Hammershus, St. Tåstrup
151653;Have Borup By, St. Tåstrup
151654;Kyringe By, St. Tåstrup
151655;St. Merløse By, St. Tåstrup
151656;Ordrup By, St. Tåstrup
151657;Søtofte By, St. Tåstrup
151658;St. Tåstrup By, St. Tåstrup
151659;Udstrup By, St. Tåstrup
151751;Algestrup By, Tølløse
151752;Enghavegårdene, Tølløse
151753;Kvarmløse By, Tølløse
151754;Lunderød By, Tølløse
151755;Marup By, Tølløse
151756;Nyby By, Tølløse
151757;Nr. Eskilstrup By, Tølløse
151758;Nr. Vallenderød By, Tølløse
151759;Grøntved Overdrev, Tølløse
151760;Skimmede By, Tølløse
151761;Skov Vallenderød By, Tølløse
151762;Tjørnede By, Tølløse
151763;Tølløse Hgd., Tølløse
151764;Tølløse By, Tølløse
151851;Brændholt By, Ugerløse
151852;Fledskov, Ugerløse
151853;Jonstrup By, Ugerløse
151854;Minnislyst, Ugerløse
151855;Nyrup By, Ugerløse
151856;Ubberup By, Ugerløse
151857;Ugerløse By, Ugerløse
170551;Akselholm Gde., Holmstrup
170552;Dønnerup Hgd., Holmstrup
170553;Brokøb By, Holmstrup
170554;Holmstrup By, Holmstrup
170555;Kajemose By, Holmstrup
2000851;Holbæk Bygrunde
2000852;Holbæk Markjorder
2000853;Hellestrup, Holbæk Jorder
2000854;Ladegården, Holbæk Jorder
2000855;Langerød, Holbæk Jorder
2000856;Tveje Merløse, Holbæk Jorder
2000857;Tåstrup, Holbæk Jorder
170151;Avnsøgård Hgd., Avnsø
170152;Kgs. Mølle, Avnsø
170153;Svebølle By, Avnsø
170251;Astrup Hgd., Bjergsted
170252;Bjergsted By, Bjergsted
170253;Daverup Hgd., Bjergsted
170254;Gryde Mølle, Bjergsted
170255;Snuderup By, Bjergsted
170351;Alleshave By, Bregninge
170352;Bregninge By, Bregninge
170353;Daverup Hgd., Bregninge
170354;Eskebjerg By, Bregninge
170355;Gammelrand, Bregninge
170356;Hagendrup By, Bregninge
170357;Højsted By, Bregninge
170358;Kaldred By, Bregninge
170359;Olstrup, Bregninge
170360;Saltbæk Vig, Bregninge
170361;Torpe By, Bregninge
170451;Algestrup Hgd., Føllenslev
170452;Egemarke Hgd., Føllenslev
170453;Føllenslev By, Føllenslev
170454;Havnsø By, Føllenslev
170455;Nekselø By, Føllenslev
170651;Jorløse By, Jorløse
170652;Svebølle By, Jorløse
170653;Vesterbygård, Jorløse
170654;Øresø Mølle, Jorløse
170751;Kongstrup By, Sejerø
170752;Mastrup By, Sejerø
170753;Sejerby By, Sejerø
170851;Egemarke Hgd., Særslev
170852;Favrbo By, Særslev
170853;Snertinge By, Særslev
170854;Svinninge Vejle, Særslev
170855;Særslev By, Særslev
170951;Løgtved By, Viskinge
170952;Rugtved By, Viskinge
170953;Smakkerup By, Viskinge
170954;Viskinge By, Viskinge
171051;Asmindrup By, Værslev
171052;Birkendegård Hgd., Værslev
171053;Værslev By, Værslev
171054;Saltbæk Vig, Værslev
180151;Årby By, Årby
180152;Bastrup By, Årby
180153;Lerchenborg Hgd., Årby
180154;Melby By, Årby
180155;Rynkevang Gde., Årby
180351;Jerslev By, Ll.Fuglede
180352;Ll. Fuglede By, Ll. Fuglede
180451;Brændemose, Raklev
180452;Ellede By, Raklev
180453;Gåsetofte By, Raklev
180454;Illerup By, Raklev
180455;Kallerup By, Raklev
180456;Nostrup By, Raklev
180457;Nyrup By, Raklev
180458;Raklev By, Raklev
180459;Saltbæk By, Raklev
180460;Saltbæk Vig, Raklev
180461;Svenstrup By, Raklev
180462;Tranemose, Raklev
180463;Vollerup By, Raklev
180551;Ågerup By, Røsnæs
180552;Bjørnstrup By, Røsnæs
180553;Kongstrup By, Røsnæs
180554;Overdrevet, Røsnæs
180555;Ulstrup By, Røsnæs
180651;Kærby By, Rørby
180652;Rørby By, Rørby
180653;Ugerløse By, Rørby
180751;Flinterup By, St. Fuglede
180752;St. Fuglede By, St. Fuglede
180753;Tystrup By, St. Fuglede
180851;Bjerge By, Svallerup
180852;Svallerup By, Svallerup
181051;Forsinge By, Ubby
181052;Frankerup By, Ubby
181053;Kelleklinte By, Ubby
181054;Klovby By, Ubby
181055;Saltofte Vænge, Ubby
181056;Ubby By, Ubby
190151;Bakkendrup By, Bakkendrup
190152;Ulstrup By, Bakkendrup
190251;Buerup By, Buerup
190252;Halleby By, Buerup
190253;Halleby Ore By, Buerup
190254;Kattrup Hgd., Buerup
190255;Løgtved By, Buerup
190256;Nørager Hgd., Buerup
190257;Selchausdal Hgd., Buerup
190258;Uglerup By, Buerup
190351;Bøstrup Hgd., Drøsselbjerg
190352;Drøsselbjerg By, Drøsselbjerg
190353;Mullerup By, Drøsselbjerg
190354;Strandgård, Drøsselbjerg
190451;Finderup By, Finderup
190452;Herslev By, Finderup
190453;Høng By, Finderup
190454;Kulby By, Finderup
190455;Tjørnelunde By, Finderup
190551;Bøstrup Toelstang, Gierslev
190552;Gierslev By, Gierslev
190553;Knudstrup By, Gierslev
190554;Knudstrup Mark, Gierslev
190555;Løve By, Gierslev
190651;Ågård Hgd., Gørlev
190652;Ågerup Mølle, Gørlev
190653;Gørlev By, Gørlev
190654;Rye By, Gørlev
190655;Ulstrup By, Gørlev
190751;Hallenslev By, Hallenslev
190752;Torpe By, Hallenslev
190951;Dalby By, Kirke Helsinge
190952;Kirke Helsinge By, Kirke Helsinge
190953;Reersø By, Kirke Helsinge
190954;Vinde Helsinge By, Kirke Helsinge
191051;Hesselbjerg, Reerslev
191052;Reerslev By, Reerslev
191053;Risbjerg Overdrev, Reerslev
191054;Sønderød By, Reerslev
191055;Tågerup By, Reerslev
191351;Hammeldrup, Solbjerg
191352;Solbjerg By, Solbjerg
191451;Falkenhøj Hgd., Sæby
191452;Frendvedmarken, Sæby
191453;Frihedslund Hgd., Sæby
191454;Lunden, Sæby
191455;Ougtved By, Sæby
191456;Sæby By, Sæby
191457;Sæbygård Hgd., Sæby
191551;Kragerup By, Ørslev
191552;Kragerupgård Hgd., Ørslev
191553;Ørslev By, Ørslev
2000951;Kalundborg Bygrunde
2000952;Kalundborg Markjorder
2000953;Saltbæk Vig, Kalundborg Jorder
2000954;Ladegården, Kalundborg Jorder
2000955;Lerchenfeld Hgd., Kalundborg Jorder
2000956;Andaks, Kalundborg Jorder
2000957;Istebjerg, Kalundborg Jorder
2000958;Kåstrup, Kalundborg Jorder
2000959;Saltmade, Kalundborg Jorder
2000960;Tømmerup, Kalundborg Jorder
2000961;Ubberup, Kalundborg Jorder
50151;Borup By, Borup
50152;Gammerød By, Borup
50153;Grønholt By, Borup
50154;Hegnede By, Borup
50155;Lammestrup By, Borup
50156;Stubberup By, Borup
50157;Svenstrup Hgd., Borup
50158;Urup By, Borup
50159;Ørninge By, Borup
50351;Nr. Dalby By, Nr. Dalby
50352;Kløvested By, Nr. Dalby
50353;Regnemark By, Nr. Dalby
50451;Ejby By, Ejby
50452;Holme Mølle, Ejby
50453;Ll. Ladager By, Ejby
50454;Spanager Hgd., Ejby
50455;Stenkelstrup, Ejby
50456;St. Ladager By, Ejby
50457;Valore By, Ejby
50651;Assendrup By, Højelse
50652;Gl. Lellingegård, Højelse
50653;Højelse By, Højelse
50654;Ll. Salby By, Højelse
50655;Ll. Skensved By, Højelse
50656;St. Salby By, Højelse
50657;Vilgestrup By, Højelse
50658;Ølby By, Højelse
50751;Kimmerslev By, Kimmerslev
50752;Regnemark By, Kimmerslev
51151;Ølsemagle By, Ølsemagle
310151;Bjæverskov By, Bjæverskov
310152;Gummersmarke By, Bjæverskov
310153;Kulerup By, Bjæverskov
310154;Spanager Hgd., Bjæverskov
310155;Vemmedrup By, Bjæverskov
310351;Bøgede By, Gørslev
310352;Giesegård Hgd., Gørslev
310353;Gørslev By, Gørslev
310354;Kongsted By, Gørslev
310355;Slimminge By, Gørslev
310551;Åshøje By, Herfølge
310552;Billesborg Hgd., Herfølge
310553;Klemmenstrup By, Herfølge
310554;Egøje By, Herfølge
310555;Gunderup Hgd., Herfølge
310556;Hastrup By, Herfølge
310557;Herfølge By, Herfølge
310558;Svansbjerg By, Herfølge
310559;Søllerup By, Herfølge
310560;Tessebølle By, Herfølge
310561;Vedskølle By, Herfølge
310951;Bistrupgård, Lidemark
310952;Gummerød By, Lidemark
310953;Lidemark By, Lidemark
310954;Tågerødgård, Lidemark
310955;Ødemark, Lidemark
311051;Algestrup By, Sædder
311052;Hejnerup By, Sædder
311054;Kanderød By, Sædder
311055;Rårise, Sædder
311056;Ringsbjerg By, Sædder
311057;Sonnerup By, Sædder
311059;Sædder By, Sædder
311060;Tolstrup Gde., Sædder
311351;Fløjterup By, Vollerslev
311352;Juellund Hgd., Vollerslev
311353;Vollerslev By, Vollerslev
2000251;Køge Bygrunde
2000252;Køge Markjorder
2000253;Gl. Køgegård Hgd., Køge Jorder
2000254;Sdr. Køge, Køge Jorder
2000255;Gl. Lellingegård, Køge Jorder
2000256;Lellinge, Køge Jorder
2000257;Ny Lellingegård, Køge Jorder
30451;Glim By, Glim
30452;Gøderup By, Glim
30453;Helvigmagle By, Glim
30454;Øm By, Glim
30651;Bognæs Skov, Herslev
30652;Herslev By, Herslev
30653;Kattinge By, Herslev
30654;Trællerup By, Herslev
31151;Kornerup By, Kornerup
51051;Højby By, Rorup
51052;Rorup By, Rorup
60151;Allerslev By, Allerslev
60152;Hulegård, Allerslev
60153;Ledreborg Hgd., Allerslev
60154;Lejre By, Allerslev
60155;Tokkerup By, Allerslev
60251;Gershøj By, Gershøj
60252;Krabbesholm Hgd., Gershøj
60351;Gevninge By, Gevninge
60352;Lindholm Hgd., Gevninge
60353;Skovholmene, Gevninge
60451;Avnstrup Overdrev, Kirke Hvalsø
60452;Dyrlund, Kirke Hvalsø
60453;Kirke Hvalsø By, Kirke Hvalsø
60454;Lerbjerg Gde., Kirke Hvalsø
60455;Nr. Hvalsø By, Kirke Hvalsø
60456;Sonnerup Hgd., Kirke Hvalsø
60457;Val-Borup By, Kirke Hvalsø
60551;Kirke Hyllinge By, Kirke Hyllinge
60552;Kyndeløse By, Kirke Hyllinge
60553;Nr. Hyllinge By, Kirke Hyllinge
60554;St. Karleby By, Kirke Hyllinge
60651;Aggerup Jorder, Kisserup
60652;Kisserup By, Kisserup
60653;Ledreborg Hgd., Kisserup
60654;Skullerupholm Hgd., Kisserup
60751;Ll. Karleby By, Lyndby
60752;Lyndby By, Lyndby
60753;Uglestrup By, Lyndby
60851;Borup, Osted
60852;Bregnetved By, Osted
60853;Jonstrup Gde., Osted
60854;Kastholm By, Osted
60855;Manderup By, Osted
60856;Osager By, Osted
60857;Osted By, Osted
60951;Bramsnæs, Rye
60952;Ejby By, Rye
60953;Jenslev By, Rye
60954;Krabbeslund, Rye
60955;Langtved By, Rye
60956;Rye By, Rye
60957;Ryegård Hgd., Rye
61051;Åstrup Hgd., Kirke Såby
61052;Abbetved By, Kirke Såby
61053;Kirke Såby By, Kirke Såby
61054;Taderød Møller, Kirke Såby
61055;Torkilstrup By, Kirke Såby
61056;V. Såby By, Kirke Såby
61151;Englerup By, Kirke Sonnerup
61152;Nyrupgård, Kirke Sonnerup
61153;Ordrup By, Kirke Sonnerup
61154;Rye Gde., Kirke Sonnerup
61155;Sandvad Overdrev, Kirke Sonnerup
61156;Kirke Sonnerup By, Kirke Sonnerup
61157;Trudsholm Hgd., Kirke Sonnerup
61251;Biltris By, Sæby
61252;Egholm Hgd., Sæby
61253;Sæby By, Sæby
61351;Avnstrup Overdrev, Særløse
61352;Ebberup, Særløse
61353;Orupgård, Særløse
61354;Ravnsholte, Særløse
61355;Skov Hastrup By, Særløse
61356;Særløse By, Særløse
61357;Tolstrup By, Særløse
470751;Anderstrup By, Hunseby
470752;Grimstrup By, Hunseby
470753;Hunseby By, Hunseby
470754;Knuthenborg Hgd., Hunseby
470755;Maglemer By, Hunseby
470756;Skelstrup By, Hunseby
471051;Maribo Ladegård, Maribo
471052;Revshale By, Maribo
480151;Askø By, Askø
480251;Bandholm By, Bandholm
480252;Bandholm Hgd., Bandholm
480253;Havløkkegård, Bandholm
480254;Reersnæs By, Bandholm
480255;Vårskovgård Hgd., Bandholm
480351;Bursø By, Bursø
480451;Bremersvold Hgd., Errindlev
480452;Errindlev By, Errindlev
480453;Lungholm Inddæmning, Errindlev
480454;Sjælstofte By, Errindlev
480455;Torpe By, Errindlev
480551;Vejrø By, Fejø
480552;Vesterby By, Fejø
480553;Østerby By, Fejø
480651;Alsø By, Fuglse
480652;Fuglse By, Fuglse
480653;Flårup By, Fuglse
480654;Hillestolpe By, Fuglse
480655;Kærstrup Hgd., Fuglse
480656;Skottemarke By, Fuglse
480751;Nørreby By, Femø
480752;Sønderby By, Femø
480851;Hillested By, Hillested
480951;Holeby By, Holeby
480952;Nybøllegård Hgd., Holeby
481051;Favrsted Skov, Krønge
481052;Hillestolpe By, Krønge
481053;Krønge By, Krønge
481054;Søholt Hgd., Krønge
481151;Bukkehave By, Nebbelunde
481152;Dansted Hgd., Nebbelunde
481153;Nebbelunde By, Nebbelunde
481154;Norre By, Nebbelunde
481155;Rødby Fjord, Nebbelunde
481156;Tofte By, Nebbelunde
481251;Assenbølle By, Olstrup
481252;Bjernæs By, Olstrup
481253;Lungholm Hgd., Olstrup
481254;Lungholm Inddæmning, Olstrup
481255;Pilet By, Olstrup
481351;Ringsebølle By, Ringsebølle
481451;Kristianssæde Hgd., Skørringe
481452;Kristianssæde Skov, Skørringe
481453;V. Skørringe By, Skørringe
481454;Ø. Skørringe By, Skørringe
481551;Sædinge By, Sædinge
481552;Sædingegård, Sædinge
481651;Hyldtofte By, Tågerup
481652;Højbygård Hgd., Tågerup
481653;Lungholm Inddæmning, Tågerup
481654;Tågerup By, Tågerup
481751;Torslunde By, Torslunde
481851;Brandstrup By, Tirsted
481852;Frihedsminde, Tirsted
481853;Gerringe By, Tirsted
481854;Lang, Tirsted
481855;Rødby Fjord, Tirsted
481856;V. Tirsted By, Tirsted
481857;Ø. Tirsted By, Tirsted
481951;Rødby Fjord, Vejleby
481952;Vejleby By, Vejleby
482051;Erikstrup By, Østofte
482052;Havløkke By, Østofte
482053;Koldingegård, Østofte
482054;Langet By, Østofte
482055;Nørreballe By, Østofte
482056;Pårup By, Østofte
482057;Sørup By, Østofte
482058;Østofte By, Østofte
490151;Birket By, Birket
490152;Dalbygård, Birket
490153;Hejringe By, Birket
490154;Hjelmholt By, Birket
490155;Kragenæs By, Birket
490156;Ll. Lindet By, Birket
490157;Magletving By, Birket
490158;Ravnsby By, Birket
490159;St. Lindet By, Birket
490160;Torrig By, Birket
490251;Branderslev By, Branderslev
490252;Kristiansdal Hgd., Branderslev
490253;Hellenæs By, Branderslev
490254;Nakskov Ladegård, Branderslev
490351;Halsted By, Halsted
490352;Halstedkloster, Halsted
490353;Halsted Tvede By, Halsted
490354;Skovby By, Halsted
490355;Sæbyholm Hgd., Halsted
490356;Ø. Karleby By, Halsted
490357;Ø. Nordlunde By, Halsted
490451;Bjergby By, Herredskirke
490452;Mariebjerg Hgd., Herredskirke
490453;St. Løjtofte By, Herredskirke
490454;V. Karleby By, Herredskirke
490551;Egholm By, Horslunde
490552;Horslunde By, Horslunde
490553;Ll. Kastager By, Horslunde
490554;Nybølle By, Horslunde
490555;Nøbbet By, Horslunde
490556;Nr. Tvede By, Horslunde
490557;Orehave, Horslunde
490558;Rågø, Horslunde
490559;Ravnsholt By, Horslunde
490560;Svinsbjerg By, Horslunde
490561;St. Tvedegård, Horslunde
490562;Urne By, Horslunde
490651;V. Nordlunde By, Nordlunde
490751;Glostrup, Købelev
490752;Jesby, Købelev
490753;Købelev By, Købelev
490754;Købelev Skov, Købelev
490755;Ll. Købelevgård, Købelev
490756;Mariebjerg Hgd., Købelev
490757;Nøjsomhed, Købelev
490758;Roløkke By, Købelev
490759;Skovbølle By, Købelev
490760;Vesterbo By, Købelev
490851;Ll. Løjtofte By, Løjtofte
490852;Sandbjerg By, Løjtofte
490853;Sandbjerg Hede, Løjtofte
490854;Ø. Karleby By, Løjtofte
490951;Asserstrup Hgd., Sandby
490952;Enehøje Ø, Sandby
490953;Frederiksdal Hgd., Sandby
490954;Harpelunde By, Sandby
490955;Højsmarke By, Sandby
490956;Højsmarke Made, Sandby
490957;Sandby By, Sandby
490958;Slotø, Sandby
490959;Tårs By, Sandby
490960;Vejlø, Sandby
491051;Havgård Hgd., Utterslev
491052;Horslunde By, Utterslev
491053;Kastager By, Utterslev
491054;Tjørneby By, Utterslev
491055;Utterslev By, Utterslev
491056;Utterslev Mader, Utterslev
491057;Vintersborg Hgd., Utterslev
491151;Bønnet By, Vesterborg
491152;Langesø By, Vesterborg
491153;Magletving By, Vesterborg
491154;Pederstrup Hgd., Vesterborg
491155;Skelstofte Hgd., Vesterborg
491156;Vedby By, Vesterborg
491251;Skredtorpe By, Vindeby
491252;Vindeby By, Vindeby
491351;Sæbyholm Hgd., Stormark
491352;V. Karleby By, Stormark
500151;Arninge By, Arninge
500152;Brydebølle, Arninge
500153;Emb By, Arninge
500154;Grønnegade By, Arninge
500155;Holleby, Arninge
500156;Kuditse By, Arninge
500157;Lammehave Strand, Arninge
500158;Ore By, Arninge
500159;Suderballe Gde., Arninge
500160;Tryghuse By, Arninge
500251;Avnede Strand, Avnede
500252;Lammehave Strand, Avnede
500253;Ll. Avnede By, Avnede
500254;Nygård, Avnede
500255;St. Avnede By, Avnede
500256;Torpe By, Avnede
500257;Ullerslev By, Avnede
500351;Dannemare By, Dannemare
500352;Magleskov Huse, Dannemare
500353;Nr. Egebølle By, Dannemare
500354;Sdr. Egebølle By, Dannemare
500451;Gloslunde By, Gloslunde
500452;Hoby By, Gloslunde
500453;Rødby Fjord, Gloslunde
500454;Tjørnebjerg, Gloslunde
500551;Bådesgård Hgd., Græshave
500552;Græshave By, Græshave
500553;Øllingsøgård Hgd., Græshave
500554;Ø. Skovby By, Græshave
500651;Gurreby By, Gurreby
500652;Volshave By, Gurreby
500752;Hellinge By, Halsted
500753;Højfjelde By, Halsted
500754;Meltofte By, Halsted
500851;Bogø Inddæmning, Kappel
500852;Bogø, Kappel
500853;Gottesgabe Hgd., Kappel
500854;Jordbjerg By, Kappel
500855;Kalvehavegård, Kappel
500856;Knubbeløkke By, Kappel
500857;Langø, Kappel
500858;Sjunkeby By, Kappel
500859;Vesternæs By, Kappel
500860;Ydø, Kappel
500951;Ågeby By, Landet
500952;Ålstrup Hgd., Landet
500953;Alminde By, Landet
500954;Askø By, Landet
500955;Korterup By, Landet
500956;Opager By, Landet
500957;Rødby Fjord, Landet
500958;Skodsebølle By, Landet
501051;Gammelgård Hgd., Ryde
501052;Havbølle By, Ryde
501053;Kristianssæde Fredskov, Ryde
501054;Kristianssæde Teglbrænderi, Ryde
501055;Nybølle By, Ryde
501151;Skovlænge By, Skovlænge
501251;Abed By, Stokkemarke
501252;Blans By, Stokkemarke
501253;Keldernæs By, Stokkemarke
501254;Knuthenlund Hgd., Stokkemarke
501255;Løjet, Stokkemarke
501256;Saltvig By, Stokkemarke
501257;Stokkemarke By, Stokkemarke
